pathway_name,sage_value,sage_value_sd
Aromatic amino acids,0.20607907510936369,0.024976316862774954
Branched-chain amino acids,0.053115138764593076,0.018862925475213944
Chylomicrons and extremely large VLDL (particle diameters from 75 nm upwards),4.955364805191927,0.2215491261678208
IDL (average diameter 28.6 nm),0.8727962563653852,0.09250365702312027
Large HDL (average diameter 12.1 nm),5.341609597802826,0.30891707032947113
Large LDL (average diameter 25.5 nm),0.22778876596596137,0.03368655245955522
Large VLDL (average diameter 53.6 nm),6.999059903222127,0.3452217804761779
Medium HDL (average diameter 10.9 nm),5.214278374811478,0.24795808135829553
Medium LDL (average diameter 23 nm),1.6205165527974894,0.08767453493603629
Medium VLDL (average diameter 44.5 nm),4.856586346151362,0.22880445522025322
Small HDL (average diameter 8.7 nm),2.569085941213844,0.15288007254865335
Small LDL (average diameter 18.7 nm),1.383018804429286,0.07618843624172546
Small VLDL (average diameter 36.8 nm),5.7836695210032,0.2770664383022889
Very large HDL (average diameter 14.3 nm),4.08505352793938,0.18990265550155305
Very large VLDL (average diameter 64 nm),7.047505910342441,0.33668259923263627
Very small VLDL (average diameter 31.3 nm),0.600067744655311,0.06343881938807244
p23400_i0,0.4697722726305721,0.02919107150655692
p23401_i0,0.07351164743659555,0.009477331004993442
p23402_i0,0.183386938698466,0.015804696959485557
p23403_i0,0.9873104600613699,0.04573961974674971
p23404_i0,0.00449234027859011,0.001106817340064975
p23405_i0,0.0030382059000814265,0.0007707008199321181
p23406_i0,1.1709135080746131,0.054759613081717395
p23407_i0,0.7358754761609991,0.04030095895436514
p23408_i0,0.7936362406030317,0.03967838321281432
p23409_i0,0.161636907588044,0.019561876482834962
p23410_i0,0.05760618481915451,0.011474860980596474
p23411_i0,0.8898808201316739,0.043919167122537656
p23412_i0,1.100526025587578,0.058823411557208063
p23413_i0,0.0009787471023875503,0.00020920557976906255
p23414_i0,1.0023671745812397,0.047195257918743884
p23415_i0,0.5499399827680884,0.03193034311287111
p23416_i0,0.7707896668551026,0.042390389333175967
p23417_i0,0.032106455507436564,0.006177339890630654
p23418_i0,1.1021127722806532,0.05019805019384428
p23419_i0,0.1559374196499122,0.015437283086572605
p23420_i0,1.1333326020327918,0.05371912280296469
p23421_i0,0.01596110119360624,0.005627454298281126
p23422_i0,1.0333674696151358,0.04577870981504951
p23423_i0,0.29900271464357076,0.024069495791947434
p23424_i0,1.0153665047674754,0.04896436932643363
p23425_i0,0.015656532829607106,0.0027264130416037335
p23426_i0,1.0542035704640167,0.04978056172677329
p23427_i0,0.9908172691926886,0.050488601117198405
p23428_i0,1.0780046341143934,0.05301273156638592
p23429_i0,0.1950168758345999,0.016715474990376056
p23430_i0,0.9220829593391464,0.046936504066586525
p23431_i0,0.21940405680142078,0.020815787964493664
p23432_i0,0.35347181021339824,0.026668450141217655
p23433_i0,0.465490003153667,0.029970590664504457
p23434_i0,0.7709191031276525,0.03851085816865485
p23436_i0,0.9657605601348371,0.04409342242033244
p23437_i0,0.8220603664076445,0.04180646172180771
p23438_i0,0.9167885956324646,0.04735498907573051
p23439_i0,0.23044418854946783,0.016455216938033833
p23440_i0,0.9877370740262671,0.0476007642782291
p23442_i0,0.0016935533363589396,0.0010869963064763417
p23443_i0,0.47096993111804786,0.031538326837020764
p23444_i0,0.006851228568207912,0.0029339128985903704
p23445_i0,0.40472275323068674,0.02770681218827232
p23446_i0,0.36930341370073316,0.02745374217240679
p23447_i0,0.2660983407148777,0.021735800291501094
p23448_i0,0.013720084561093136,0.0046363862096382505
p23449_i0,0.11218488296823378,0.01326798980095793
p23450_i0,0.198723814515613,0.017034969478354308
p23460_i0,0.051608673668638916,0.008867269221052866
p23461_i0,0.29188268643125226,0.020268016558693147
p23462_i0,0.05492321348736413,0.009476142679352461
p23463_i0,0.20256474783675296,0.018423768277550278
p23470_i0,0.06559508721492072,0.011578619462196566
p23471_i0,0.030077346768367822,0.009223886464186572
p23472_i0,-0.047214332730346795,0.010249847091589406
p23473_i0,0.21974769506356565,0.020670722987206337
p23474_i0,-0.020529785018620655,0.004086757163047707
p23475_i0,0.047023652367335425,0.010226481964218617
p23476_i0,-0.0014364831317902095,0.0024927581531503256
p23477_i0,0.10817254812699642,0.018081005744874933
p23478_i0,-0.0059533347569775815,0.0035994626266263826
p23479_i0,0.41771636652732314,0.028927060038316448
p23480_i0,-0.024747348949878005,0.00923158226420559
